,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-10-02,134.630005,135.610001,130.539993,131.089996,127.602936,2246200
1,2019-10-03,131.070007,132.270004,128.550003,131.100006,127.612701,1522400
2,2019-10-04,130.360001,131.399994,128.259995,130.679993,127.203835,1740800
3,2019-10-07,130.580002,130.940002,129.279999,130.229996,126.765823,1957000
4,2019-10-08,129.570007,131.470001,128.970001,130.270004,126.804779,1347700
5,2019-10-09,130.869995,132.740005,130.020004,132.229996,128.712646,999200
6,2019-10-10,132.050003,134.429993,131.220001,132.809998,129.277222,883600
7,2019-10-11,133.779999,136.179993,133.410004,134.740005,131.155853,904600
8,2019-10-14,134.729996,135.190002,133.699997,134.100006,130.532913,1164900
9,2019-10-15,135.910004,138.630005,135.149994,138.169998,134.494614,1288400
10,2019-10-16,145.580002,148.559998,142.0,144.839996,140.987198,3978200
11,2019-10-17,145.179993,151.059998,145.070007,150.509995,146.506363,2492100
12,2019-10-18,149.639999,152.529999,149.330002,152.259995,148.209824,3241900
13,2019-10-21,149.789993,153.300003,144.399994,147.350006,143.430466,3618700
14,2019-10-22,146.619995,148.100006,144.850006,146.919998,143.011856,1043800
15,2019-10-23,145.740005,147.449997,144.720001,146.059998,142.174744,1409600
16,2019-10-24,146.779999,146.949997,143.899994,145.600006,141.72702,1583100
17,2019-10-25,145.009995,146.809998,144.020004,145.960007,142.077423,1163700
18,2019-10-28,146.220001,146.869995,145.259995,145.479996,141.610153,1124600
19,2019-10-29,145.639999,149.5,144.830002,149.399994,145.425903,1335700
20,2019-10-30,142.429993,145.0,135.949997,136.789993,133.151306,3098500
21,2019-10-31,135.449997,136.789993,131.460007,133.0,129.462189,2387100
22,2019-11-01,134.020004,137.550003,133.809998,137.110001,133.462845,2377400
23,2019-11-04,137.279999,138.270004,134.100006,137.600006,133.939804,1325200
24,2019-11-05,138.169998,142.679993,137.649994,137.770004,134.105301,3066500
25,2019-11-06,138.029999,138.789993,135.289993,135.649994,132.041641,1199200
26,2019-11-07,137.910004,140.509995,136.830002,137.309998,133.657486,1130300
27,2019-11-08,136.770004,140.350006,136.410004,140.199997,136.470627,939800
28,2019-11-11,138.949997,140.389999,137.809998,140.339996,136.606903,1325300
29,2019-11-12,141.460007,145.960007,141.100006,144.830002,140.977493,2309600
30,2019-11-13,143.820007,147.210007,142.679993,145.699997,141.824356,1569300
31,2019-11-14,145.699997,146.740005,144.059998,144.649994,140.802231,1664300
32,2019-11-15,144.479996,148.830002,144.270004,148.320007,144.37468,1065000
33,2019-11-18,148.339996,149.919998,148.0,149.589996,145.61084,1309400
34,2019-11-19,149.75,151.279999,149.369995,150.25,146.253311,1025300
35,2019-11-20,149.720001,152.059998,149.130005,150.699997,146.69133,1808400
36,2019-11-21,150.610001,152.809998,149.789993,152.259995,148.209824,1447800
37,2019-11-22,152.850006,154.789993,151.479996,152.610001,148.550491,1536700
38,2019-11-25,152.880005,153.770004,151.740005,153.270004,149.192963,1252000
39,2019-11-26,152.830002,153.100006,145.169998,145.800003,141.921707,2215200
40,2019-11-27,145.160004,146.759995,144.050003,146.289993,142.398636,1185900
41,2019-11-29,145.210007,145.899994,144.470001,144.639999,141.188232,513100
42,2019-12-02,144.410004,144.509995,142.460007,143.509995,140.08519,1128300
43,2019-12-03,142.139999,142.889999,140.610001,141.789993,138.406235,1624200
44,2019-12-04,142.0,143.509995,140.699997,142.960007,139.548325,1364600
45,2019-12-05,142.820007,143.839996,140.369995,140.610001,137.25441,1730300
46,2019-12-06,141.740005,143.100006,141.529999,142.270004,138.874786,1438400
47,2019-12-09,142.350006,144.419998,142.110001,142.880005,139.470245,1151900
48,2019-12-10,142.669998,142.940002,140.679993,142.75,139.343323,797800
49,2019-12-11,143.149994,143.830002,142.020004,143.360001,139.938766,921300
50,2019-12-12,143.449997,144.979996,142.559998,143.929993,140.495178,773300
51,2019-12-13,143.070007,144.100006,140.029999,140.600006,137.244644,749200
52,2019-12-16,140.970001,143.419998,140.020004,142.199997,138.806458,1096500
53,2019-12-17,142.0,142.179993,137.059998,137.899994,134.609055,1662700
54,2019-12-18,137.75,140.059998,136.919998,136.990005,133.720795,1652900
55,2019-12-19,137.199997,137.919998,134.660004,135.610001,132.373734,1541900
56,2019-12-20,136.539993,137.929993,135.410004,137.639999,134.355286,2440400
57,2019-12-23,137.970001,138.869995,136.960007,137.600006,134.316254,1022200
58,2019-12-24,137.240005,138.860001,137.059998,138.809998,135.49736,320200
59,2019-12-26,139.509995,139.639999,138.330002,139.309998,135.985397,626700
60,2019-12-27,139.339996,139.919998,137.860001,139.440002,136.112335,570300
61,2019-12-30,139.520004,139.690002,137.080002,137.169998,133.896515,606900
62,2019-12-31,136.699997,138.399994,136.300003,138.320007,135.019073,626700
63,2020-01-02,139.110001,139.850006,137.520004,138.690002,135.380203,976500
64,2020-01-03,136.529999,137.630005,135.570007,136.720001,133.45726,746600
65,2020-01-06,136.039993,138.169998,135.220001,138.160004,134.862869,1225200
66,2020-01-07,137.020004,137.880005,135.800003,137.850006,134.560303,681100
67,2020-01-08,138.0,140.740005,137.350006,140.559998,137.205597,845600
68,2020-01-09,140.630005,142.029999,140.0,141.300003,137.927948,802900
69,2020-01-10,144.520004,145.419998,143.25,143.809998,140.378052,1157500
70,2020-01-13,143.529999,144.970001,142.380005,143.649994,140.221863,936900
71,2020-01-14,148.490005,151.330002,147.960007,150.669998,147.074295,2318600
72,2020-01-15,150.679993,155.929993,150.339996,154.029999,150.354156,1385800
73,2020-01-16,154.990005,156.320007,153.940002,156.259995,152.530914,921500
74,2020-01-17,156.800003,156.970001,155.039993,156.330002,152.599213,1687000
75,2020-01-21,155.800003,156.110001,154.240005,155.270004,151.56456,1267000
76,2020-01-22,155.669998,156.449997,154.539993,155.740005,152.023346,1681700
77,2020-01-23,155.169998,155.460007,152.539993,155.110001,151.408371,1137500
78,2020-01-24,155.5,155.5,149.559998,152.619995,148.977783,1135900
79,2020-01-27,149.940002,151.300003,148.839996,150.630005,147.035294,1200700
80,2020-01-28,151.110001,153.559998,150.809998,152.119995,148.489716,699700
81,2020-01-29,152.320007,152.869995,149.270004,149.339996,145.776047,1129000
82,2020-01-30,148.5,149.600006,144.740005,147.199997,143.687149,1330600
83,2020-01-31,146.869995,147.119995,141.910004,142.610001,139.206696,1473800
84,2020-02-03,143.029999,146.830002,142.839996,143.899994,140.465897,1361100
85,2020-02-04,148.009995,152.800003,147.75,149.25,145.688217,2440400
86,2020-02-05,150.009995,156.119995,149.729996,152.149994,148.518997,1615300
87,2020-02-06,154.779999,159.100006,154.490005,158.320007,154.541733,2128200
88,2020-02-07,160.149994,161.929993,155.770004,156.320007,152.589508,1792300
89,2020-02-10,161.610001,164.839996,159.779999,162.139999,158.270584,6018500
90,2020-02-11,162.339996,165.410004,160.75,164.649994,160.720657,3337100
91,2020-02-12,165.210007,168.380005,164.039993,168.020004,164.010254,3604400
92,2020-02-13,166.270004,169.669998,166.020004,167.910004,163.902908,5000500
93,2020-02-14,167.089996,168.5,164.25,168.029999,164.020035,6157600
94,2020-02-18,168.380005,169.029999,166.759995,167.630005,163.629578,5202300
95,2020-02-19,167.919998,168.350006,166.169998,168.009995,164.000519,4262400
96,2020-02-20,168.199997,171.220001,167.0,170.779999,166.704407,3313600
97,2020-02-21,169.75,172.179993,168.479996,170.960007,166.880127,3727200
98,2020-02-24,167.029999,169.259995,165.289993,165.559998,161.608963,6332900
99,2020-02-25,167.199997,167.369995,160.190002,160.850006,157.011383,5059200
100,2020-02-26,161.839996,163.139999,157.710007,158.979996,155.186005,5578100
101,2020-02-27,156.0,157.100006,147.660004,147.710007,144.184967,5900100
