,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-10-02,123.199997,123.650002,120.209999,121.080002,111.756523,6755100
1,2019-10-03,121.669998,122.540001,120.839996,121.739998,112.3657,5171000
2,2019-10-04,122.190002,124.059998,121.989998,124.0,114.451668,4377900
3,2019-10-07,123.529999,123.889999,122.68,122.839996,113.380997,4749700
4,2019-10-08,122.660004,122.93,120.879997,120.93,111.618073,5545300
5,2019-10-09,121.809998,122.389999,121.43,121.980003,112.587219,3775600
6,2019-10-10,121.330002,122.190002,120.800003,121.940002,112.550301,3943400
7,2019-10-11,122.040001,122.059998,120.82,121.089996,111.765739,6292200
8,2019-10-14,121.620003,121.620003,119.580002,120.050003,110.805824,7360200
9,2019-10-15,120.190002,120.559998,116.699997,117.199997,108.175285,11113900
10,2019-10-16,117.669998,117.769997,116.510002,117.529999,108.479881,7973100
11,2019-10-17,117.309998,117.639999,116.550003,116.629997,108.336823,5956900
12,2019-10-18,116.550003,117.75,116.169998,117.470001,109.117096,9016700
13,2019-10-21,117.419998,119.120003,117.349998,119.080002,110.61261,6731600
14,2019-10-22,124.0,124.220001,121.599998,122.18,113.49218,14410500
15,2019-10-23,121.989998,123.730003,121.839996,123.0,114.253883,8249300
16,2019-10-24,123.760002,125.769997,123.339996,124.790001,115.916588,6725600
17,2019-10-25,124.82,124.82,123.169998,123.25,114.486107,6093300
18,2019-10-28,123.480003,124.120003,122.599998,123.480003,114.699753,5459500
19,2019-10-29,123.199997,124.559998,123.099998,123.599998,114.811211,5659800
20,2019-10-30,123.989998,125.169998,123.5,124.940002,116.055923,4734500
21,2019-10-31,124.790001,125.449997,123.360001,124.510002,115.656502,6399500
22,2019-11-01,124.830002,125.139999,123.25,123.870003,115.062019,6010200
23,2019-11-04,123.919998,123.919998,118.639999,119.07,110.603317,10351400
24,2019-11-05,118.830002,119.589996,118.239998,118.900002,110.445412,9239600
25,2019-11-06,119.099998,120.349998,118.660004,120.32,111.764435,6756300
26,2019-11-07,120.339996,120.339996,118.809998,119.620003,111.114212,8909700
27,2019-11-08,119.849998,120.589996,119.160004,119.699997,111.188515,4249900
28,2019-11-11,119.480003,120.0,119.089996,119.330002,110.844833,3850400
29,2019-11-12,119.489998,119.599998,118.550003,119.269997,110.789093,4759600
30,2019-11-13,119.900002,121.050003,119.870003,120.650002,112.070961,7262800
31,2019-11-14,120.620003,121.169998,120.110001,120.5,111.931625,5188300
32,2019-11-15,120.989998,120.989998,119.970001,120.540001,111.968796,7108600
33,2019-11-18,120.25,122.559998,120.169998,121.889999,113.222801,7493700
34,2019-11-19,121.93,122.779999,121.129997,121.419998,112.786232,5989000
35,2019-11-20,121.419998,122.379997,120.93,122.290001,113.594353,6480000
36,2019-11-21,121.779999,122.540001,120.279999,120.339996,111.783028,7094200
37,2019-11-22,120.230003,120.610001,119.389999,120.290001,111.73658,4414900
38,2019-11-25,120.440002,120.919998,120.019997,120.510002,111.940933,5134300
39,2019-11-26,120.730003,122.349998,120.410004,122.260002,113.566498,8235200
40,2019-11-27,122.419998,122.440002,120.959999,121.760002,113.102028,3751400
41,2019-11-29,121.989998,122.629997,121.709999,122.059998,113.380714,2927300
42,2019-12-02,121.940002,122.779999,120.959999,122.720001,113.993782,6146200
43,2019-12-03,122.309998,122.959999,121.800003,122.949997,114.207436,6396200
44,2019-12-04,122.75,124.580002,122.690002,124.529999,115.675079,6857300
45,2019-12-05,124.269997,124.629997,123.660004,124.620003,115.75869,7029200
46,2019-12-06,124.730003,125.449997,123.889999,124.190002,115.359253,7150900
47,2019-12-09,124.309998,125.139999,124.18,124.870003,115.990906,7452800
48,2019-12-10,124.779999,124.870003,124.120003,124.269997,115.433556,4740100
49,2019-12-11,124.269997,125.269997,124.07,124.660004,115.795837,4823300
50,2019-12-12,124.779999,125.760002,123.879997,124.57,115.712227,5897800
51,2019-12-13,124.209999,125.739998,123.790001,125.470001,116.548233,5471600
