,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-10-02,136.889999,137.380005,133.490005,133.940002,123.063927,5728600
1,2019-10-03,138.440002,139.75,136.5,137.929993,126.729912,8829700
2,2019-10-04,137.839996,140.449997,137.619995,140.279999,128.889114,5278700
3,2019-10-07,139.289993,139.610001,137.970001,138.339996,127.106636,4273300
4,2019-10-08,137.649994,138.449997,137.080002,137.240005,126.095932,4074900
5,2019-10-09,137.320007,138.169998,136.830002,137.850006,126.656433,3065300
6,2019-10-10,137.110001,138.25,136.639999,137.889999,126.693176,2191000
7,2019-10-11,138.080002,138.699997,137.089996,137.639999,126.463493,2761400
8,2019-10-14,137.839996,138.300003,137.240005,137.449997,126.288887,2371500
9,2019-10-15,137.479996,137.949997,136.160004,136.330002,125.259857,3369300
10,2019-10-16,136.139999,136.490005,135.580002,136.419998,125.342537,2812000
11,2019-10-17,137.070007,137.619995,136.600006,136.960007,125.838707,2322500
12,2019-10-18,137.270004,137.369995,136.229996,136.25,125.186325,3630400
13,2019-10-21,136.339996,136.740005,135.660004,136.119995,125.06691,2829400
14,2019-10-22,136.649994,137.350006,136.309998,136.660004,125.563042,3248100
15,2019-10-23,136.610001,137.5,136.610001,137.449997,126.288887,2323600
16,2019-10-24,137.699997,138.110001,136.789993,137.889999,126.693176,2292500
17,2019-10-25,137.779999,137.919998,136.229996,136.639999,125.544685,2520000
18,2019-10-28,136.550003,137.550003,136.149994,136.570007,125.480362,3212600
19,2019-10-29,136.830002,137.119995,135.940002,136.080002,125.030159,2550300
20,2019-10-30,135.860001,137.289993,135.410004,136.899994,125.783569,2653700
21,2019-10-31,136.800003,137.529999,136.100006,137.169998,126.031631,4492300
22,2019-11-01,137.550003,138.339996,136.699997,136.929993,125.811119,3054900
23,2019-11-04,136.800003,137.100006,134.729996,135.160004,124.184845,3202400
24,2019-11-05,134.830002,135.100006,132.600006,134.009995,123.128212,4300800
25,2019-11-06,134.5,134.880005,133.550003,134.440002,123.523315,3645600
26,2019-11-07,134.410004,134.5,133.119995,133.320007,122.494255,3338700
27,2019-11-08,133.289993,134.130005,132.570007,133.130005,122.319687,2604000
28,2019-11-11,133.029999,133.029999,131.970001,132.389999,121.639763,2227200
29,2019-11-12,132.679993,132.679993,131.589996,131.979996,121.263062,3246500
30,2019-11-13,132.630005,133.570007,132.009995,133.289993,122.466682,3166600
31,2019-11-14,133.600006,133.910004,132.729996,133.330002,122.503464,2141900
32,2019-11-15,133.660004,133.919998,132.800003,133.809998,122.944473,3648700
33,2019-11-18,134.0,135.690002,133.910004,134.059998,123.174164,3619700
34,2019-11-19,134.649994,135.059998,134.070007,134.570007,123.642769,3019100
35,2019-11-20,134.309998,135.199997,133.399994,133.740005,122.88018,3047700
36,2019-11-21,133.429993,134.210007,133.089996,133.910004,123.036369,3391200
37,2019-11-22,133.919998,134.529999,133.020004,134.070007,123.18338,3014900
38,2019-11-25,134.660004,134.779999,133.210007,133.830002,122.962852,3612400
39,2019-11-26,134.289993,135.869995,133.869995,135.699997,124.681007,4947400
40,2019-11-27,135.699997,136.520004,135.330002,135.910004,124.873962,2476100
41,2019-11-29,136.059998,136.419998,135.259995,135.830002,124.800453,2978400
42,2019-12-02,136.649994,136.649994,134.440002,135.880005,124.84639,3866300
43,2019-12-03,136.660004,136.660004,134.320007,135.460007,124.46048,5000000
44,2019-12-04,134.949997,137.369995,134.539993,137.300003,126.151093,4228200
45,2019-12-05,136.190002,136.539993,135.270004,136.339996,126.146439,3351800
46,2019-12-06,136.669998,137.690002,136.339996,137.360001,127.090202,3216900
47,2019-12-09,137.149994,138.039993,137.0,137.160004,126.905144,3882900
48,2019-12-10,137.610001,137.610001,136.169998,136.270004,126.081718,2940200
49,2019-12-11,137.050003,137.539993,136.320007,137.100006,126.849648,3339100
50,2019-12-12,136.800003,137.899994,136.75,137.179993,126.923645,3502100
51,2019-12-13,136.929993,138.25,136.190002,137.940002,127.626839,3557900
52,2019-12-16,136.949997,137.520004,136.160004,137.059998,126.812637,4701000
53,2019-12-17,137.050003,137.440002,135.690002,136.169998,125.989159,5491800
54,2019-12-18,137.050003,137.300003,135.630005,135.970001,125.804153,5370500
55,2019-12-19,136.220001,136.740005,135.949997,136.470001,126.266731,3641700
56,2019-12-20,137.410004,138.130005,135.160004,137.919998,127.608315,10311300
57,2019-12-23,137.690002,138.130005,136.839996,137.039993,126.794128,2992900
58,2019-12-24,137.089996,137.380005,136.270004,136.889999,126.655342,1220600
59,2019-12-26,136.860001,137.339996,136.100006,136.690002,126.470284,2934700
60,2019-12-27,136.880005,137.580002,136.630005,137.539993,127.256744,2554000
61,2019-12-30,136.699997,137.970001,136.479996,136.809998,126.581337,3024700
62,2019-12-31,136.690002,137.259995,136.029999,136.669998,126.45179,3229400
63,2020-01-02,136.869995,137.229996,135.139999,135.820007,125.665321,3784100
64,2020-01-03,135.460007,136.789993,135.130005,135.630005,125.48954,4000100
65,2020-01-06,135.300003,136.320007,135.199997,136.149994,125.97065,4085100
66,2020-01-07,136.0,136.070007,133.949997,134.009995,123.990639,5718100
67,2020-01-08,134.460007,135.360001,134.070007,134.699997,124.629059,3681400
68,2020-01-09,135.289993,135.380005,134.529999,134.789993,124.712341,3954700
69,2020-01-10,135.169998,135.419998,134.389999,134.529999,124.471779,3099500
70,2020-01-13,134.649994,136.589996,134.630005,136.529999,126.322266,5127200
71,2020-01-14,136.179993,136.940002,135.699997,136.850006,126.618324,4159700
72,2020-01-15,137.039993,139.25,136.800003,139.199997,128.792633,5002600
73,2020-01-16,139.350006,140.160004,138.600006,139.610001,129.171982,4977900
74,2020-01-17,140.100006,141.320007,139.899994,141.259995,130.698593,6908700
75,2020-01-21,140.610001,142.119995,140.339996,141.860001,131.253738,4440000
76,2020-01-22,141.809998,143.570007,141.720001,143.380005,132.660126,5366100
77,2020-01-23,143.089996,143.850006,142.369995,143.649994,132.909897,3915700
78,2020-01-24,143.830002,144.149994,142.449997,142.919998,132.234497,2791500
79,2020-01-27,141.649994,143.360001,141.050003,142.139999,131.512802,3895300
80,2020-01-28,142.130005,142.919998,141.759995,142.440002,131.790375,2908300
81,2020-01-29,142.0,142.449997,141.169998,141.729996,131.133469,3263200
