,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-10-02,308600.0,308600.0,303665.0,305090.0,305090.0,700
1,2019-10-03,304585.0,307600.0,302260.0,307250.0,307250.0,600
2,2019-10-04,307887.0,312524.0,307887.0,312524.0,312524.0,200
3,2019-10-07,311000.0,312360.0,309555.0,310720.0,310720.0,100
4,2019-10-08,309400.0,309400.0,306040.0,306539.0,306539.0,400
5,2019-10-09,307660.0,310815.0,307133.0,310000.0,310000.0,200
6,2019-10-10,309700.0,312120.0,309540.0,309974.0,309974.0,200
7,2019-10-11,313270.0,315000.0,312120.0,312500.0,312500.0,400
8,2019-10-14,311700.0,311971.0,310500.0,311640.0,311640.0,100
9,2019-10-15,311583.0,315287.0,311567.0,314250.0,314250.0,300
10,2019-10-16,312725.0,314925.0,312725.0,313850.0,313850.0,200
11,2019-10-17,313640.0,314900.0,312970.0,313200.0,313200.0,200
12,2019-10-18,312807.0,314400.0,312595.0,313270.0,313270.0,200
13,2019-10-21,315275.0,317133.0,315275.0,317040.0,317040.0,300
14,2019-10-22,316300.0,317867.0,315888.0,316180.0,316180.0,100
15,2019-10-23,316000.0,316560.0,314398.0,316560.0,316560.0,300
16,2019-10-24,315250.0,316855.0,314619.0,315027.0,315027.0,300
17,2019-10-25,315250.0,318419.0,315250.0,317495.0,317495.0,400
18,2019-10-28,318000.0,319923.0,318000.0,319055.0,319055.0,400
19,2019-10-29,318200.0,319772.0,318000.0,319423.0,319423.0,500
20,2019-10-30,318735.0,320015.0,317490.0,320000.0,320000.0,400
21,2019-10-31,319819.0,320500.0,317310.0,318939.0,318939.0,500
22,2019-11-01,320250.0,324850.0,320000.0,323400.0,323400.0,500
23,2019-11-04,326850.0,327867.0,325523.0,326800.0,326800.0,300
24,2019-11-05,328000.0,332500.0,327500.0,331500.0,331500.0,800
25,2019-11-06,331000.0,333000.0,330500.0,332855.0,332855.0,400
26,2019-11-07,333720.0,335000.0,332600.0,333860.0,333860.0,500
27,2019-11-08,333225.0,333234.0,329975.0,331526.0,331526.0,200
28,2019-11-11,330380.0,331650.0,330380.0,330986.0,330986.0,100
29,2019-11-12,331850.0,333171.0,330950.0,331106.0,331106.0,100
30,2019-11-13,329150.0,330025.0,328240.0,329402.0,329402.0,200
31,2019-11-14,329500.0,329892.0,327120.0,329302.0,329302.0,200
32,2019-11-15,329400.0,330269.0,328455.0,329405.0,329405.0,300
33,2019-11-18,330000.0,330500.0,327800.0,329225.0,329225.0,200
34,2019-11-19,329860.0,329900.0,328315.0,328601.0,328601.0,300
35,2019-11-20,327600.0,327770.0,324200.0,326712.0,326712.0,300
36,2019-11-21,326000.0,326703.0,324580.0,325102.0,325102.0,200
37,2019-11-22,325695.0,326975.0,325305.0,326962.0,326962.0,100
38,2019-11-25,328000.0,328900.0,327521.0,328301.0,328301.0,200
39,2019-11-26,328301.0,328794.0,326780.0,328402.0,328402.0,200
40,2019-11-27,328875.0,330910.0,327720.0,330685.0,330685.0,300
41,2019-11-29,330424.0,330880.0,329705.0,330495.0,330495.0,300
42,2019-12-02,330802.0,332008.0,330374.0,330609.0,330609.0,300
43,2019-12-03,327600.0,328000.0,324900.0,327539.0,327539.0,200
44,2019-12-04,326782.0,328100.0,326780.0,327501.0,327501.0,200
45,2019-12-05,328200.0,329799.0,327500.0,329799.0,329799.0,200
46,2019-12-06,332870.0,334460.0,332600.0,333640.0,333640.0,400
47,2019-12-09,333640.0,334998.0,331770.0,331904.0,331904.0,200
48,2019-12-10,331904.0,333005.0,330670.0,332120.0,332120.0,500
49,2019-12-11,331424.0,333900.0,331424.0,333600.0,333600.0,300
50,2019-12-12,334330.0,339770.0,334330.0,338800.0,338800.0,600
51,2019-12-13,337754.0,339704.0,336000.0,338080.0,338080.0,200
52,2019-12-16,339850.0,341785.0,339313.0,340380.0,340380.0,300
53,2019-12-17,340807.0,342250.0,339000.0,339000.0,339000.0,300
54,2019-12-18,340250.0,340646.0,337400.0,337500.0,337500.0,200
55,2019-12-19,337320.0,338499.0,336065.0,337491.0,337491.0,500
56,2019-12-20,340219.0,341755.0,338567.0,339850.0,339850.0,300
57,2019-12-23,339000.0,339850.0,337633.0,338045.0,338045.0,200
58,2019-12-24,337920.0,338390.0,337649.0,338390.0,338390.0,100
59,2019-12-26,339725.0,339725.0,338439.0,339650.0,339650.0,100
60,2019-12-27,339600.0,340550.0,338340.0,338920.0,338920.0,200
61,2019-12-30,339000.0,339960.0,337025.0,338750.0,338750.0,300
62,2019-12-31,338750.0,340000.0,337920.0,339590.0,339590.0,100
63,2020-01-02,341150.0,342261.0,340065.0,342261.0,342261.0,400
64,2020-01-03,338207.0,341040.0,337755.0,339155.0,339155.0,200
65,2020-01-06,337750.0,340340.0,337100.0,340210.0,340210.0,300
66,2020-01-07,340000.0,340000.0,338200.0,338901.0,338901.0,300
67,2020-01-08,339450.0,341580.0,338850.0,339188.0,339188.0,200
68,2020-01-09,341100.0,343263.0,340800.0,343263.0,343263.0,300
69,2020-01-10,342796.0,342850.0,340000.0,340185.0,340185.0,100
70,2020-01-13,340600.0,342855.0,339560.0,342855.0,342855.0,200
71,2020-01-14,341101.0,342500.0,340490.0,340706.0,340706.0,200
72,2020-01-15,340450.0,342950.0,340450.0,342550.0,342550.0,100
73,2020-01-16,343155.0,345000.0,342806.0,344505.0,344505.0,200
74,2020-01-17,345000.0,347400.0,344550.0,344970.0,344970.0,200
75,2020-01-21,345000.0,346700.0,342185.0,342650.0,342650.0,300
76,2020-01-22,343100.0,345500.0,342680.0,344700.0,344700.0,200
77,2020-01-23,343596.0,344600.0,341150.0,344414.0,344414.0,200
78,2020-01-24,342850.0,343520.0,339139.0,340199.0,340199.0,300
79,2020-01-27,334450.0,335450.0,332000.0,333621.0,333621.0,500
80,2020-01-28,335600.0,338000.0,335032.0,336000.0,336000.0,200
81,2020-01-29,336250.0,339400.0,336250.0,336476.0,336476.0,100
82,2020-01-30,334360.0,342000.0,334360.0,342000.0,342000.0,200
83,2020-01-31,339855.0,339855.0,335120.0,335996.0,335996.0,300
84,2020-02-03,338160.0,339450.0,334580.0,334860.0,334860.0,200
85,2020-02-04,339220.0,340296.0,337280.0,337421.0,337421.0,200
86,2020-02-05,340400.0,342910.0,340359.0,342615.0,342615.0,300
87,2020-02-06,344290.0,345000.0,343070.0,344081.0,344081.0,200
88,2020-02-07,342000.0,342775.0,340345.0,340900.0,340900.0,200
89,2020-02-10,340904.0,341078.0,338000.0,340361.0,340361.0,200
90,2020-02-11,342350.0,342350.0,340461.0,340780.0,340780.0,200
91,2020-02-12,341900.0,343146.0,340404.0,341000.0,341000.0,200
92,2020-02-13,340500.0,341048.0,338500.0,338500.0,338500.0,300
93,2020-02-14,339488.0,340600.0,338437.0,340224.0,340224.0,100
94,2020-02-18,340224.0,341000.0,338000.0,339745.0,339745.0,200
95,2020-02-19,340656.0,344428.0,340317.0,344000.0,344000.0,300
96,2020-02-20,343750.0,344642.0,340965.0,342122.0,342122.0,300
97,2020-02-21,341850.0,344975.0,340600.0,343449.0,343449.0,200
98,2020-02-24,335000.0,336163.0,330940.0,333190.0,333190.0,700
99,2020-02-25,333195.0,335000.0,325900.0,328000.0,328000.0,600
100,2020-02-26,328200.0,330603.0,324301.0,324301.0,324301.0,400
101,2020-02-27,320480.0,322292.0,312501.0,312619.0,312619.0,500
102,2020-02-28,304000.0,310337.0,300750.0,309096.0,309096.0,700
103,2020-03-02,314000.0,327937.0,308100.0,324500.0,324500.0,500
104,2020-03-03,322550.0,327000.0,310000.0,313914.0,313914.0,400
105,2020-03-04,321000.0,327246.0,314607.0,326125.0,326125.0,400
106,2020-03-05,318605.0,318605.0,311250.0,315000.0,315000.0,400
107,2020-03-06,309000.0,311258.0,304767.0,310894.0,310894.0,500
108,2020-03-09,292300.0,298670.0,290000.0,290005.0,290005.0,1100
109,2020-03-10,301950.0,304199.0,293500.0,303561.0,303561.0,700
110,2020-03-11,296550.0,297473.0,290400.0,292130.0,292130.0,600
111,2020-03-12,276550.0,282000.0,266800.0,272000.0,272000.0,1900
112,2020-03-13,283500.0,295972.0,270210.0,289000.0,289000.0,1100
113,2020-03-16,260000.0,283480.0,260000.0,268000.0,268000.0,700
114,2020-03-17,275000.0,280619.0,268000.0,280248.0,280248.0,1200
115,2020-03-18,266000.0,270874.0,251101.0,256300.0,256300.0,1500
116,2020-03-19,251100.0,264440.0,250000.0,261690.0,261690.0,1100
117,2020-03-20,265000.0,265000.0,251000.0,257346.0,257346.0,1200
118,2020-03-23,249000.0,250000.0,239440.0,240000.0,240000.0,1300
